ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,EventMedal
105061,"Joshua ""Josh"" Samuels",Male,25.0,194.0,95.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Did Not Place'],Water Polo: Did Not Place
105311,Taylor Sander,Male,24.0,193.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
105334,Keith Sanderson,Male,41.0,183.0,95.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"['Rapid-Fire Pistol, 25 metres']",['Did Not Place'],"Rapid-Fire Pistol, 25 metres: Did Not Place"
106107,"Rebecca Elizabeth ""Becky"" Sauerbrunn",Female,31.0,170.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
106138,Raven Saunders,Female,20.0,165.0,109.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Shot Put'],['Did Not Place'],Shot Put: Did Not Place
106765,Sarah Scherer,Female,25.0,173.0,62.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"['Small-Bore Rifle, Three Positions, 50 metres', 'Air Rifle, 10 metres']",['Did Not Place'],"Air Rifle, 10 metres: Did Not Place; Small-Bore Rifle, Three Positions, 50 metres: Did Not Place"
107024,Lauren Schmetterling,Female,28.0,180.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Gold'],Coxed Eights: Gold
107185,Allison Rodgers Schmitt,Female,26.0,185.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['4 x 100 metres Freestyle Relay', '4 x 200 metres Freestyle Relay']","['Silver', 'Gold']",4 x 100 metres Freestyle Relay: Silver; 4 x 200 metres Freestyle Relay: Gold
107528,Nathan Schrimsher,Male,24.0,188.0,79.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,['Individual'],['Did Not Place'],Individual: Did Not Place
108063,Helena Scutt,Female,24.0,170.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,['Skiff'],['Did Not Place'],Skiff: Did Not Place
108313,Melissa Seidemann,Female,26.0,183.0,104.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Gold'],Water Polo: Gold
109186,Kristen Shaldybin,Female,18.0,175.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,['Group'],['Did Not Place'],Group: Did Not Place
109289,Kathleen Sharkey,Female,26.0,163.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,['Hockey'],['Did Not Place'],Hockey: Did Not Place
109336,Corben Sharrah,Male,24.0,183.0,85.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,['BMX'],['Did Not Place'],BMX: Did Not Place
109476,"Enkelejda Shehu (-Xhakaj, -Bekurti)",Female,47.0,163.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"['Air Pistol, 10 metres', 'Sporting Pistol, 25 metres']",['Did Not Place'],"Air Pistol, 10 metres: Did Not Place; Sporting Pistol, 25 metres: Did Not Place"
109673,Jay Shi,Male,37.0,173.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"['Air Pistol, 10 metres', 'Free Pistol, 50 metres']",['Did Not Place'],"Air Pistol, 10 metres: Did Not Place; Free Pistol, 50 metres: Did Not Place"
109724,Claressa Maria Shields,Female,21.0,175.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,['Middleweight'],['Gold'],Middleweight: Gold
109727,"Thomas Allen ""Tom"" Shields",Male,25.0,193.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['4 x 100 metres Medley Relay', '200 metres Butterfly', '100 metres Butterfly']","['Did Not Place', 'Gold']",200 metres Butterfly: Did Not Place; 4 x 100 metres Medley Relay: Gold; 100 metres Butterfly: Did Not Place
109967,Erik Thomas Shoji,Male,26.0,183.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
109968,Kawika Shoji,Male,28.0,191.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
110041,Howard Shu,Male,25.0,185.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,['Singles'],['Did Not Place'],Singles: Did Not Place
110718,Kerry Simmonds,Female,27.0,183.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Gold'],Coxed Eights: Gold
110724,Cale Simmons,Male,25.0,183.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Pole Vault'],['Did Not Place'],Pole Vault: Did Not Place
112220,Clark Smith,Male,21.0,206.0,90.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,['4 x 200 metres Freestyle Relay'],['Gold'],4 x 200 metres Freestyle Relay: Gold
112232,David Michael Smith,Male,31.0,201.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
112302,Jesse Aaron Smith,Male,33.0,194.0,105.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Did Not Place'],Water Polo: Did Not Place
112334,Leah Smith,Female,21.0,178.0,67.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['4 x 200 metres Freestyle Relay', '800 metres Freestyle', '400 metres Freestyle']","['Bronze', 'Did Not Place', 'Gold']",400 metres Freestyle: Bronze; 800 metres Freestyle: Did Not Place; 4 x 200 metres Freestyle Relay: Gold
112378,"Robert Timothy David ""Robby"" Smith",Male,29.0,183.0,127.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"['Super-Heavyweight, Greco-Roman']",['Did Not Place'],"Super-Heavyweight, Greco-Roman: Did Not Place"
112471,Michal Smolen,Male,22.0,181.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"['Kayak Singles, Slalom']",['Did Not Place'],"Kayak Singles, Slalom: Did Not Place"
112475,Olivia Smoliga,Female,21.0,188.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['100 metres Backstroke', '4 x 100 metres Medley Relay']","['Did Not Place', 'Gold']",4 x 100 metres Medley Relay: Gold; 100 metres Backstroke: Did Not Place
112592,Katelin Snyder (-Guregian),Female,28.0,163.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Gold'],Coxed Eights: Gold
112593,Kyle Frederick Snyder,Male,20.0,180.0,102.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"['Heavyweight, Freestyle']",['Gold'],"Heavyweight, Freestyle: Gold"
112686,Jack Sock,Male,23.0,191.0,84.0,United States-2,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,"['Singles', 'ixed Doubles', 'Doubles']","['Did Not Place', 'Gold', 'Bronze']",ixed Doubles: Gold; Doubles: Bronze; Singles: Did Not Place
112953,Hope Amelia Solo (-Stevens),Female,35.0,175.0,69.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
113763,Ashley Spencer,Female,23.0,178.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['400 metres Hurdles'],['Bronze'],400 metres Hurdles: Bronze
114708,"Margaret Ann ""Maggie"" Steffens",Female,23.0,173.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Gold'],Water Polo: Gold
114990,Richelle Stephens,Female,20.0,168.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
114991,Sloane Stephens,Female,23.0,173.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,['Singles'],['Did Not Place'],Singles: Did Not Place
115071,Deajah Stevens,Female,21.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['200 metres'],['Did Not Place'],200 metres: Did Not Place
115074,Evelyn Lee Stevens (-Baker),Female,33.0,166.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"['Individual Time Trial', 'Road Race, Individual']",['Did Not Place'],"Individual Time Trial: Did Not Place; Road Race, Individual: Did Not Place"
115095,Travis Stevens,Male,30.0,181.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,['Half-Middleweight'],['Silver'],Half-Middleweight: Silver
115113,Shakur Stevenson,Male,19.0,173.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,['Bantamweight'],['Silver'],Bantamweight: Silver
115132,Breanna Mackenzie Stewart,Female,21.0,193.0,79.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
115459,"Genevra ""Gevvie"" Stone",Female,31.0,183.0,71.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Single Sculls'],['Silver'],Single Sculls: Silver
115894,Hans Struzyna,Male,27.0,188.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Did Not Place'],Coxed Eights: Did Not Place
115949,"Jennifer ""Jenn"" Stuczynski-Suhr",Female,34.0,183.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Pole Vault'],['Did Not Place'],Pole Vault: Did Not Place
116121,Jamie Chen Subandhi,Female,26.0,163.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,['ixed Doubles'],['Did Not Place'],ixed Doubles: Did Not Place
